State,State Name,Year,Month,Indicator,Data Value,Predicted Value,Percent Complete,Percent Pending Investigation,Footnote
CA,California,2017,July,Number of Deaths,"267,385",,100,0.358658863,* Underreported due to incomplete data
CA,California,2017,August,Number of Deaths,"267,367",,100,0.354942831,* Underreported due to incomplete data
CA,California,2017,September,Number of Deaths,"268,118",,100,0.352829724,* Underreported due to incomplete data
CA,California,2017,October,Number of Deaths,"268,404",,100,0.345747455,* Underreported due to incomplete data
CA,California,2017,November,Number of Deaths,"268,424",,100,0.3416237,* Underreported due to incomplete data
CA,California,2017,December,Number of Deaths,"269,446",,100,0.332905295,* Underreported due to incomplete data
CA,California,2018,January,Number of Deaths,"271,396",,100,0.398310955,* Underreported due to incomplete data
CA,California,2015,January,Number of Drug Overdose Deaths,"4,603","4,813",100,0.238123058,
CA,California,2015,February,Number of Drug Overdose Deaths,"4,616","4,820",100,0.23087388,
CA,California,2015,March,Number of Drug Overdose Deaths,"4,608","4,807",100,0.224616363,
CA,California,2015,April,Number of Drug Overdose Deaths,"4,625","4,823",100,0.22267839,
CA,California,2015,May,Number of Drug Overdose Deaths,"4,607","4,799",100,0.217444398,
CA,California,2015,June,Number of Drug Overdose Deaths,"4,604","4,798",100,0.219747447,
CA,California,2015,July,Number of Drug Overdose Deaths,"4,628","4,827",100,0.224339022,
CA,California,2015,August,Number of Drug Overdose Deaths,"4,670","4,879",100,0.233950964,
CA,California,2015,September,Number of Drug Overdose Deaths,"4,747","4,979",100,0.255868846,
CA,California,2015,October,Number of Drug Overdose Deaths,"4,784","5,038",100,0.278952473,
CA,California,2015,November,Number of Drug Overdose Deaths,"4,747","5,025",100,0.308336682,
CA,California,2015,December,Number of Drug Overdose Deaths,"4,762","5,084",100,0.355918392,
CA,California,2016,January,Number of Drug Overdose Deaths,"4,745","5,070",100,0.359810723,
CA,California,2016,February,Number of Drug Overdose Deaths,"4,745","5,073",100,0.363904371,
CA,California,2016,March,Number of Drug Overdose Deaths,"4,768","5,105",100,0.371438627,
CA,California,2016,April,Number of Drug Overdose Deaths,"4,795","5,140",100,0.37768306,
CA,California,2016,May,Number of Drug Overdose Deaths,"4,811","5,170",100,0.391883987,
CA,California,2016,June,Number of Drug Overdose Deaths,"4,844","5,210",100,0.396990825,
CA,California,2016,July,Number of Drug Overdose Deaths,"4,816","5,192",100,0.410163492,
CA,California,2016,August,Number of Drug Overdose Deaths,"4,791","5,175",100,0.420198563,
CA,California,2016,September,Number of Drug Overdose Deaths,"4,716","5,094",100,0.419781637,
CA,California,2016,October,Number of Drug Overdose Deaths,"4,659","5,030",100,0.417124959,
CA,California,2016,November,Number of Drug Overdose Deaths,"4,709","5,061",100,0.39297149,
CA,California,2016,December,Number of Drug Overdose Deaths,"4,755","5,084",100,0.363983146,
CA,California,2017,January,Number of Drug Overdose Deaths,"4,771","5,058",100,0.364814954,* Underreported due to incomplete data
CA,California,2017,February,Number of Drug Overdose Deaths,"4,724","5,026",100,0.36355125,* Underreported due to incomplete data
CA,California,2017,March,Number of Drug Overdose Deaths,"4,721","5,022",100,0.361830302,* Underreported due to incomplete data
CA,California,2017,April,Number of Drug Overdose Deaths,"4,714","5,018",100,0.360365794,* Underreported due to incomplete data
CA,California,2017,May,Number of Drug Overdose Deaths,"4,758","5,061",100,0.35645262,* Underreported due to incomplete data
CT,Connecticut,2015,April,Methadone (T40.3),57,58,100,0.009858368,
CA,California,2017,June,Number of Drug Overdose Deaths,"4,805","5,135",100,0.360803885,* Underreported due to incomplete data
CA,California,2017,July,Number of Drug Overdose Deaths,"4,865","5,209",100,0.358658863,* Underreported due to incomplete data
CA,California,2017,August,Number of Drug Overdose Deaths,"4,895","5,263",100,0.354942831,* Underreported due to incomplete data
CA,California,2017,September,Number of Drug Overdose Deaths,"4,966","5,331",100,0.352829724,* Underreported due to incomplete data
CA,California,2017,October,Number of Drug Overdose Deaths,"5,070","5,423",100,0.345747455,* Underreported due to incomplete data
CA,California,2017,November,Number of Drug Overdose Deaths,"5,050","5,380",100,0.3416237,* Underreported due to incomplete data
CA,California,2017,December,Number of Drug Overdose Deaths,"5,020","5,304",100,0.332905295,* Underreported due to incomplete data
CA,California,2018,January,Number of Drug Overdose Deaths,"5,023","5,357",100,0.398310955,* Underreported due to incomplete data
CO,Colorado,2015,January,Number of Deaths,"36,264",,100,0.01930289,
CO,Colorado,2015,February,Number of Deaths,"36,330",,100,0.019267823,
CO,Colorado,2015,March,Number of Deaths,"36,300",,100,0.019283747,
CO,Colorado,2015,April,Number of Deaths,"36,601",,100,0.021857326,
CO,Colorado,2015,May,Number of Deaths,"36,667",,100,0.021817983,
CO,Colorado,2015,June,Number of Deaths,"36,816",,100,0.024445893,
CO,Colorado,2015,July,Number of Deaths,"36,960",,100,0.03517316,
CO,Colorado,2015,August,Number of Deaths,"37,125",,100,0.037710438,
CO,Colorado,2015,September,Number of Deaths,"37,101",,100,0.043125522,
CO,Colorado,2015,October,Number of Deaths,"37,144",,100,0.045767823,
CO,Colorado,2015,November,Number of Deaths,"37,144",,100,0.040383373,
CO,Colorado,2015,December,Number of Deaths,"36,993",,100,0.040548212,
CO,Colorado,2016,January,Number of Deaths,"36,752",,100,0.040814105,
CO,Colorado,2016,February,Number of Deaths,"36,987",,100,0.04055479,
CO,Colorado,2016,March,Number of Deaths,"37,387",,100,0.045470351,
CO,Colorado,2016,April,Number of Deaths,"37,351",,100,0.042836872,
CO,Colorado,2016,May,Number of Deaths,"37,535",,100,0.042626882,
CO,Colorado,2016,June,Number of Deaths,"37,504",,100,0.037329352,
CO,Colorado,2016,July,Number of Deaths,"37,620",,100,0.026581606,
CO,Colorado,2016,August,Number of Deaths,"37,650",,100,0.029216467,
CO,Colorado,2016,September,Number of Deaths,"37,834",,100,0.034360628,
CO,Colorado,2016,October,Number of Deaths,"38,048",,100,0.02628259,
CO,Colorado,2016,November,Number of Deaths,"38,075",,100,0.026263953,
CO,Colorado,2016,December,Number of Deaths,"38,151",,100,0.031453959,
CO,Colorado,2017,January,Number of Deaths,"38,236",,100,0.031384036,* Underreported due to incomplete data
CO,Colorado,2017,February,Number of Deaths,"38,358",,100,0.031284217,* Underreported due to incomplete data
CO,Colorado,2017,March,Number of Deaths,"38,365",,100,0.026065424,* Underreported due to incomplete data
CO,Colorado,2017,April,Number of Deaths,"38,522",,100,0.028555111,* Underreported due to incomplete data
CO,Colorado,2017,May,Number of Deaths,"38,411",,100,0.033844472,* Underreported due to incomplete data
CO,Colorado,2017,June,Number of Deaths,"38,473",,100,0.041587607,* Underreported due to incomplete data
CO,Colorado,2017,July,Number of Deaths,"38,371",,100,0.044304292,* Underreported due to incomplete data
CO,Colorado,2017,August,Number of Deaths,"38,385",,100,0.041682949,* Underreported due to incomplete data
CO,Colorado,2017,September,Number of Deaths,"38,547",,100,0.036319299,* Underreported due to incomplete data
CO,Colorado,2017,October,Number of Deaths,"38,595",,100,0.044047156,* Underreported due to incomplete data
CO,Colorado,2017,November,Number of Deaths,"38,709",,100,0.041334057,* Underreported due to incomplete data
CO,Colorado,2017,December,Number of Deaths,"38,764",,100,0.038695697,* Underreported due to incomplete data
CO,Colorado,2018,January,Number of Deaths,"38,988",,100,0.041038268,* Underreported due to incomplete data
CO,Colorado,2015,January,Number of Drug Overdose Deaths,923,930,100,0.01930289,
CO,Colorado,2015,February,Number of Drug Overdose Deaths,932,939,100,0.019267823,
CO,Colorado,2015,March,Number of Drug Overdose Deaths,939,946,100,0.019283747,
CO,Colorado,2015,April,Number of Drug Overdose Deaths,950,957,100,0.021857326,
CO,Colorado,2015,May,Number of Drug Overdose Deaths,927,934,100,0.021817983,
CO,Colorado,2015,June,Number of Drug Overdose Deaths,921,929,100,0.024445893,
CO,Colorado,2015,July,Number of Drug Overdose Deaths,918,927,100,0.03517316,
CO,Colorado,2015,August,Number of Drug Overdose Deaths,928,938,100,0.037710438,
CO,Colorado,2015,September,Number of Drug Overdose Deaths,917,927,100,0.043125522,
CO,Colorado,2015,October,Number of Drug Overdose Deaths,915,926,100,0.045767823,
CO,Colorado,2015,November,Number of Drug Overdose Deaths,908,918,100,0.040383373,
CO,Colorado,2015,December,Number of Drug Overdose Deaths,913,923,100,0.040548212,
CO,Colorado,2016,January,Number of Drug Overdose Deaths,913,923,100,0.040814105,
CO,Colorado,2016,February,Number of Drug Overdose Deaths,912,922,100,0.04055479,
CO,Colorado,2016,March,Number of Drug Overdose Deaths,908,919,100,0.045470351,
CO,Colorado,2016,April,Number of Drug Overdose Deaths,894,904,100,0.042836872,
CO,Colorado,2016,May,Number of Drug Overdose Deaths,915,925,100,0.042626882,
CO,Colorado,2016,June,Number of Drug Overdose Deaths,935,945,100,0.037329352,
CO,Colorado,2016,July,Number of Drug Overdose Deaths,928,936,100,0.026581606,
CO,Colorado,2016,August,Number of Drug Overdose Deaths,934,942,100,0.029216467,
CO,Colorado,2016,September,Number of Drug Overdose Deaths,933,942,100,0.034360628,
CO,Colorado,2016,October,Number of Drug Overdose Deaths,948,956,100,0.02628259,
CO,Colorado,2016,November,Number of Drug Overdose Deaths,952,960,100,0.026263953,
CO,Colorado,2016,December,Number of Drug Overdose Deaths,965,974,100,0.031453959,
CO,Colorado,2017,January,Number of Drug Overdose Deaths,976,977,100,0.031384036,* Underreported due to incomplete data
CO,Colorado,2017,February,Number of Drug Overdose Deaths,966,971,100,0.031284217,* Underreported due to incomplete data
CO,Colorado,2017,March,Number of Drug Overdose Deaths,963,967,100,0.026065424,* Underreported due to incomplete data
CO,Colorado,2017,April,Number of Drug Overdose Deaths,988,993,100,0.028555111,* Underreported due to incomplete data
CO,Colorado,2017,May,Number of Drug Overdose Deaths,982,988,100,0.033844472,* Underreported due to incomplete data
CO,Colorado,2017,June,Number of Drug Overdose Deaths,996,"1,007",100,0.041587607,* Underreported due to incomplete data
CO,Colorado,2017,July,Number of Drug Overdose Deaths,"1,012","1,026",100,0.044304292,* Underreported due to incomplete data
CO,Colorado,2017,August,Number of Drug Overdose Deaths,"1,018","1,036",100,0.041682949,* Underreported due to incomplete data
CO,Colorado,2017,September,Number of Drug Overdose Deaths,"1,023","1,039",100,0.036319299,* Underreported due to incomplete data
CT,Connecticut,2015,May,Methadone (T40.3),58,59,100,0.0131419,
CO,Colorado,2017,October,Number of Drug Overdose Deaths,"1,026","1,041",100,0.044047156,* Underreported due to incomplete data
CO,Colorado,2017,November,Number of Drug Overdose Deaths,"1,045","1,057",100,0.041334057,* Underreported due to incomplete data
CO,Colorado,2017,December,Number of Drug Overdose Deaths,"1,039","1,044",100,0.038695697,* Underreported due to incomplete data
CO,Colorado,2018,January,Number of Drug Overdose Deaths,"1,049","1,052",100,0.041038268,* Underreported due to incomplete data
CT,Connecticut,2015,January,Cocaine (T40.5),118,123,100,0.009926872,
CT,Connecticut,2015,February,Cocaine (T40.5),124,129,100,0.009885004,
CT,Connecticut,2015,March,Cocaine (T40.5),124,129,100,0.009837033,
CT,Connecticut,2015,April,Cocaine (T40.5),125,130,100,0.009858368,
CT,Connecticut,2015,May,Cocaine (T40.5),124,129,100,0.0131419,
CT,Connecticut,2015,June,Cocaine (T40.5),126,131,100,0.013111315,
CT,Connecticut,2015,July,Cocaine (T40.5),133,138,100,0.016333464,
CT,Connecticut,2015,August,Cocaine (T40.5),134,139,100,0.016367148,
CT,Connecticut,2015,September,Cocaine (T40.5),139,144,100,0.019636078,
CT,Connecticut,2015,October,Cocaine (T40.5),155,161,100,0.016331863,
CT,Connecticut,2015,November,Cocaine (T40.5),164,170,100,0.019511561,
CT,Connecticut,2015,December,Cocaine (T40.5),168,174,100,0.016339869,
CT,Connecticut,2016,January,Cocaine (T40.5),171,177,100,0.0164647,
CT,Connecticut,2016,February,Cocaine (T40.5),177,184,100,0.016539314,
CT,Connecticut,2016,March,Cocaine (T40.5),179,186,100,0.01657715,
CT,Connecticut,2016,April,Cocaine (T40.5),186,193,100,0.016557388,
CT,Connecticut,2016,May,Cocaine (T40.5),195,202,100,0.01324591,
CT,Connecticut,2016,June,Cocaine (T40.5),197,204,100,0.016562873,
CT,Connecticut,2016,July,Cocaine (T40.5),201,208,100,0.013291686,
CT,Connecticut,2016,August,Cocaine (T40.5),211,219,100,0.016580448,
CT,Connecticut,2016,September,Cocaine (T40.5),223,231,100,0.016617921,
CT,Connecticut,2016,October,Cocaine (T40.5),223,231,100,0.016580998,
CT,Connecticut,2016,November,Cocaine (T40.5),224,232,100,0.016504918,
CT,Connecticut,2016,December,Cocaine (T40.5),237,246,100,0.026108808,
CT,Connecticut,2017,January,Cocaine (T40.5),250,257,100,0.025944544,* Underreported due to incomplete data
CT,Connecticut,2017,February,Cocaine (T40.5),247,255,100,0.025786488,* Underreported due to incomplete data
CT,Connecticut,2017,March,Cocaine (T40.5),259,267,100,0.028974309,* Underreported due to incomplete data
CT,Connecticut,2017,April,Cocaine (T40.5),267,277,100,0.028933325,* Underreported due to incomplete data
CT,Connecticut,2017,May,Cocaine (T40.5),280,291,100,0.032131611,* Underreported due to incomplete data
CT,Connecticut,2017,June,Cocaine (T40.5),278,289,100,0.041586692,* Underreported due to incomplete data
CT,Connecticut,2017,July,Cocaine (T40.5),286,296,100,0.041456726,* Underreported due to incomplete data
CT,Connecticut,2017,August,Cocaine (T40.5),294,304,100,0.038232389,* Underreported due to incomplete data
CT,Connecticut,2017,September,Cocaine (T40.5),289,299,100,0.03485535,* Underreported due to incomplete data
CT,Connecticut,2017,October,Cocaine (T40.5),285,296,100,0.034890729,* Underreported due to incomplete data
CT,Connecticut,2017,November,Cocaine (T40.5),285,297,100,0.038165511,* Underreported due to incomplete data
CT,Connecticut,2017,December,Cocaine (T40.5),290,301,100,0.031685678,* Underreported due to incomplete data
CT,Connecticut,2018,January,Cocaine (T40.5),280,289,100,0.100781053,* Underreported due to incomplete data
CT,Connecticut,2015,January,Heroin (T40.1),298,299,100,0.009926872,
CT,Connecticut,2015,February,Heroin (T40.1),302,303,100,0.009885004,
CT,Connecticut,2015,March,Heroin (T40.1),294,295,100,0.009837033,
CT,Connecticut,2015,April,Heroin (T40.1),306,307,100,0.009858368,
CT,Connecticut,2015,May,Heroin (T40.1),306,307,100,0.0131419,
CT,Connecticut,2015,June,Heroin (T40.1),309,310,100,0.013111315,
CT,Connecticut,2015,July,Heroin (T40.1),338,340,100,0.016333464,
CT,Connecticut,2015,August,Heroin (T40.1),341,343,100,0.016367148,
CT,Connecticut,2015,September,Heroin (T40.1),353,355,100,0.019636078,
CT,Connecticut,2015,October,Heroin (T40.1),368,370,100,0.016331863,
CT,Connecticut,2015,November,Heroin (T40.1),382,384,100,0.019511561,
CT,Connecticut,2015,December,Heroin (T40.1),394,396,100,0.016339869,
CT,Connecticut,2016,January,Heroin (T40.1),403,405,100,0.0164647,
CT,Connecticut,2016,February,Heroin (T40.1),410,412,100,0.016539314,
CT,Connecticut,2016,March,Heroin (T40.1),424,426,100,0.01657715,
CT,Connecticut,2016,April,Heroin (T40.1),436,438,100,0.016557388,
CT,Connecticut,2016,May,Heroin (T40.1),454,456,100,0.01324591,
CT,Connecticut,2016,June,Heroin (T40.1),462,464,100,0.016562873,
CT,Connecticut,2016,July,Heroin (T40.1),454,456,100,0.013291686,
CT,Connecticut,2016,August,Heroin (T40.1),461,463,100,0.016580448,
CT,Connecticut,2016,September,Heroin (T40.1),456,458,100,0.016617921,
CT,Connecticut,2016,October,Heroin (T40.1),443,445,100,0.016580998,
CT,Connecticut,2016,November,Heroin (T40.1),451,453,100,0.016504918,
CT,Connecticut,2016,December,Heroin (T40.1),459,462,100,0.026108808,
CT,Connecticut,2017,January,Heroin (T40.1),470,469,100,0.025944544,* Underreported due to incomplete data
CT,Connecticut,2017,February,Heroin (T40.1),468,469,100,0.025786488,* Underreported due to incomplete data
CT,Connecticut,2017,March,Heroin (T40.1),476,476,100,0.028974309,* Underreported due to incomplete data
CT,Connecticut,2017,April,Heroin (T40.1),465,465,100,0.028933325,* Underreported due to incomplete data
CT,Connecticut,2017,May,Heroin (T40.1),473,472,100,0.032131611,* Underreported due to incomplete data
CT,Connecticut,2017,June,Heroin (T40.1),474,474,100,0.041586692,* Underreported due to incomplete data
CT,Connecticut,2017,July,Heroin (T40.1),474,480,100,0.041456726,* Underreported due to incomplete data
CT,Connecticut,2017,August,Heroin (T40.1),471,478,100,0.038232389,* Underreported due to incomplete data
CT,Connecticut,2017,September,Heroin (T40.1),464,471,100,0.03485535,* Underreported due to incomplete data
CT,Connecticut,2017,October,Heroin (T40.1),458,464,100,0.034890729,* Underreported due to incomplete data
CT,Connecticut,2017,November,Heroin (T40.1),434,439,100,0.038165511,* Underreported due to incomplete data
CT,Connecticut,2017,December,Heroin (T40.1),428,430,100,0.031685678,* Underreported due to incomplete data
